"FC"	"ens"	"symbol"	"A.1.alpha"	"A.1.beta"	"A.1.gamma"	"A.2.alpha"	"A.2.beta"	"A.2.gamma"	"A.3.alpha"	"A.3.beta"	"A.3.gamma"	"B.1.alpha"	"B.1.beta"	"B.1.gamma"	"B.2.alpha"	"B.2.beta"	"B.2.gamma"	"B.3.alpha"	"B.3.beta"	"B.3.gamma"	"total_mean"	"log2FC"
"1624221_at"	0	"FBgn0052987"	"CG32987"	5.82255391258492	5.65973181077275	5.55427385319432	5.49864856749143	5.73536066562077	5.70530104688085	5.76641217094546	5.65070772879509	5.52782172772859	5.70797648717661	5.70015399170824	5.79759155038707	5.73300430651003	5.4041694613988	5.73586646062873	5.39189613963136	5.46097470591946	5.78005678160847	5.64625007605461	0.0232357332272679
"1624326_at"	0	"FBgn0028406"	"Drep4"	2.41182870978144	2.44212668364901	2.42899568250471	2.5392758027243	2.57294141523913	2.58689101985662	2.51603542305476	2.55756772917095	2.50547479914957	2.575177791246	2.43685289313639	2.66208787225015	2.64571317393444	2.51321186341669	2.50310871848715	2.4508224257294	2.30301569705531	2.78352720215709	2.52414749458573	-0.0347089302535699
"1623891_at"	0	"FBgn0028836"	"CSN7"	3.17340734374741	3.25620939952469	3.29033679449404	3.0985398050864	3.19378438786929	3.43299142822726	3.25146737964571	3.32549467151772	3.20448243332677	3.34986203322114	3.26719717613103	3.25721482381363	3.21417904791957	3.47774519428738	3.17457220836473	3.180625525709	3.21918966231856	3.28999179263808	3.25873839488013	-0.0226515356626478
"1629006_at"	0	"FBgn0264753"	"Rgk1"	4.08396283028518	4.17810374980132	4.11059346653846	4.17161854453706	4.08826563564708	4.22654840571058	4.187792936632	4.24334148349585	4.43826733455781	4.0489555124136	4.13266378855916	3.99058491190516	4.49285514771156	4.23946477342102	4.23841197417441	3.97549522075439	3.9842123068311	4.37848462331444	4.17831236923834	0.0274851253467219
"1636757_at"	0	"FBgn0036351"	"CG14107"	4.8791844554303	5.05748489453952	5.08295887725759	5.18878536623025	5.05113170908783	5.04941129667572	5.03980989225526	5.23705927403634	5.14251794730107	4.81797778889298	4.75094808425655	5.13488682422141	5.01671714492904	5.12891746118104	4.92848941515072	4.72692203984625	4.95412622108731	4.98940335318783	5.00981844697595	0.142217264451194
"1635857_at"	0	"FBgn0037514"	"CG10919"	3.38905629648663	3.18485572883501	3.30339145977454	3.11592915346384	3.63834542173737	3.53104950396547	3.22810737607728	3.55351133144466	3.29840093700079	3.19393583408694	3.14074441978497	3.27981598722983	3.02011935451036	3.33102325863027	3.14207695333304	3.05758931283786	3.14129487916606	3.36078726384073	3.27277969290031	0.175028882818392
"1640374_at"	0	"FBgn0051823"	"CG31823"	4.40478763879766	4.58731722652959	4.44589623816653	4.320319199911	4.43690815766028	4.51744363789058	4.55963926362296	4.39021321275445	4.57022000271441	4.37922097494063	4.96182215978384	4.66204477909131	4.52537992648956	4.64281108304486	4.73066658192223	4.78766291577841	4.67199552684448	4.48891337526316	4.56018121673366	-0.179752527234558
"1639473_at"	0	"FBgn0029930"	"CG12541"	4.99707801280239	5.22901920495944	5.33227588275366	5.18761575253989	5.36100418296109	5.35940715422411	5.18644711508087	5.38126561759618	5.33270518921086	5.23542240598069	5.36565350952227	5.4510180202008	5.19971882618219	5.26746544329426	5.74900562742622	5.34425073780215	5.50392298672747	5.38568483845489	5.32605336153997	-0.126147142606938
"1640372_at"	0	"FBgn0028693"	"Rpn12"	3.22786021606148	3.21882291298228	3.10964591945658	3.14002483442583	3.18250744016198	3.04382541398494	3.17578794995331	3.09419327337228	3.07221980258914	3.19079326885672	3.12549653033103	3.10180337839251	3.17046863026943	3.26739930273735	3.26671367450347	3.10813166485061	3.23592335772507	3.16085674497195	3.16069301753478	-0.0402998655167019
"1630144_at"	0	"FBgn0263237"	"Cdk7"	3.54066720619154	3.39629073293692	3.14411181818703	3.28545255020564	3.44712093184234	3.41192489272643	3.40564214764507	3.30843161628694	3.42014091666532	3.52738262963768	3.36863033791049	3.28852559388284	3.17722930098491	3.2069348576677	3.31727452383889	3.37563191600975	3.46063028110882	3.36104820994684	3.35794835909306	0.030721684633257
"1630322_at"	0	"FBgn0026598"	"Apc2"	3.46210306494771	3.46615075088889	3.53594271376712	3.46962332590054	3.57232387463234	3.4634307193437	3.42994185941289	3.44027673529257	3.31997228326904	3.55360888040737	3.55515438556052	3.44918366493849	3.41400588541581	3.49057184490584	3.66345910410586	3.30599825454499	3.56518605359963	3.45855095257031	3.47863801963909	-0.0328837442882248
"1633345_at"	0	"FBgn0003339"	"Scr"	3.10992228263613	2.80493768639665	3.05264634315284	2.80923646822151	2.99127194201089	2.89968365603588	2.89139242600412	3.0561864304605	3.0368158900254	2.89514564713927	3.26470415634793	3.17821270492964	2.79623881378478	2.87339701393851	2.81863143903252	3.20118342972865	2.94535556262217	3.19620137277033	2.99006462584654	-0.0574418905944314
"1640543_at"	0	"FBgn0031345"	"CG18132"	3.38378217411179	3.02073603836569	3.06810238510351	3.06478422982099	3.32111635682658	3.25998821571119	2.98083774692109	3.08806048291077	2.98695760436956	3.07512313606602	3.06816759608868	3.08432750149474	2.98232239332407	3.11529825730867	3.12185008555525	3.16684678825168	3.12158352381891	3.20970306837246	3.1177548658012	0.0254603204289658
"1624454_at"	0	"FBgn0036208"	"CG10361"	4.80032821813943	4.90982289949506	4.98008756886545	5.05374710402668	4.92351053788111	4.71162431853149	4.7507943597807	4.78540285961527	4.71304860723176	4.66267571378456	4.58619101149393	4.65747647590646	4.84673163561067	4.77090876314686	4.74380385343297	4.72185534110875	4.72932632243688	5.13411750221217	4.80452517181668	0.086142206048188
"1636704_at"	0	"FBgn0083940"	"RhoU"	2.66586444959391	2.51333283930985	2.45488141548745	2.47101907943601	2.6308546591844	2.61134228873797	2.57626014682176	2.42584463826597	2.82035052614743	2.57044322355599	2.56679792137962	2.48062831203165	2.60294841301333	2.67632523367096	2.42793757983733	2.85406900536639	2.4933361030665	3.07914905725995	2.60674360512036	-0.0646538673552186
"1637419_at"	0	"FBgn0262160"	"CG9932"	4.14944296070002	4.0800077469236	4.32510994532828	4.0357243149854	4.44258240300352	4.25474613305269	4.05722472246881	4.17689152738121	4.05313304176896	4.24074304879234	3.99196392114111	4.04497116510139	4.20088032627634	4.27260320967123	3.98920845482768	4.11336547650415	4.12442635750424	4.21320253412574	4.15367929386426	0.0426109224075857
"1639265_at"	0	"FBgn0039766"	"CG15536"	4.41934003255998	4.37346924490385	4.40103617268089	4.35731878303381	4.43359865240309	4.38240655346888	4.25383638725349	4.16123589886901	4.51121193219941	4.73793758657823	4.49280737039264	4.81182893125827	4.64565995910224	4.54294941531592	4.30417669264828	4.47369503656332	4.45179892990152	4.52272153475173	4.45983495077136	-0.187791311015527
"1625982_at"	0	"FBgn0034070"	"SP2353"	4.65259267078374	4.53448778875742	4.52720225679807	4.37674129993017	4.5157916199533	4.45528169899198	4.64089402262543	4.42232380333481	4.58913137396612	4.42382157360069	4.56967160809438	4.71342327202525	4.50095430236772	4.38395433455458	4.71619201949933	4.55323353867592	4.30323053716566	4.710991117746	4.53277326882614	-0.0178917520653874
"1631798_s_at"	0	"FBgn0039360"	"CLS"	3.59995009923032	4.16454618061043	4.01342072235893	3.7707010338765	3.84662875318085	3.76470219565396	4.26713471430543	4.07820651391886	4.09369730526653	4.24796858921144	3.88875772984934	3.97606706733427	3.96449633308788	4.08524331256136	3.75081269235493	4.31540887501483	3.85539939416595	3.91217783255396	3.9775177413631	-0.0441493675257942
"1626536_at"	0	"FBgn0035904"	"GstO3"	3.99234914515938	4.08317212803945	4.00457562703027	4.23621450971339	4.14471933520549	4.32785750004145	3.88628287381479	4.24333686070029	3.96009583978112	4.20740894433203	4.31541396836989	4.0243680750531	4.39311096160226	4.15953493242085	4.40504066367177	4.35669128730213	4.06009552510205	4.11410857417833	4.16190981952878	-0.128574345838531
"1627825_at"	0	"FBgn0035921"	"CG13305"	3.93155413703149	3.90557108148297	4.2144231061747	4.24728048235311	4.62119382079672	4.48154369080611	4.27508491638736	4.39412351503824	4.3423600620995	4.28274847323728	4.08314794557214	4.02649866332405	4.04422564851618	4.19680534259425	3.85101220819854	4.25484560959631	4.37855137082858	3.97204037436601	4.19461169157797	0.147028797326318
"1631434_at"	0	"FBgn0044511"	"mRpS21"	3.50198538368394	3.66286578360622	3.39093669237513	3.43044110625894	3.49023776334234	3.62037187430768	3.37586900655716	3.47687670916477	3.859306622563	3.50090454948676	3.6421905009089	3.44134632979213	3.44438121079531	3.40985721700482	3.32120010352557	3.69167726346706	3.53168994809686	3.39117683553075	3.51018416113707	0.0482741092501131
"1623531_at"	0	"FBgn0020399"	"Mst89B"	3.1060140358483	3.42193144848852	3.19362345694506	3.44216731438232	3.43380712387391	3.45956440229	3.55815157571466	3.69555131625232	3.52923100032181	3.37451270036299	3.33381862427421	3.4039938023015	3.46308131938464	3.62552157688677	3.28739477628575	3.32154341699326	3.14007588149329	3.37620731699025	3.39812172717164	0.0570991399049152
"1638919_at"	0	"FBgn0028965"	"A16"	3.01909867531666	3.05651369898131	3.00298763610674	3.1602116916465	3.01831489864627	3.08054959804845	3.20488089065928	3.32243987725299	3.23043473264732	3.0980285574879	3.27018801000337	3.1184410718642	3.21182384926402	2.98681324568839	3.27086315114353	3.19975325201738	3.18936642269204	3.10087004376681	3.14119885017962	-0.0389684338469025
"1631150_at"	0	"FBgn0037591"	"Or85c"	3.18927480089086	3.4857724053319	3.39480170784613	3.49944912935903	3.45138309660273	3.24356493351005	3.27300253877443	3.46641679563833	3.23211642109909	3.17056225668178	3.39165155122148	3.32158951810535	3.29164427344957	3.21945163181671	3.33638391330375	3.19575076507658	3.35895452338817	3.46676056049299	3.3326961568105	0.0536703150573521
"1637451_at"	0	"FBgn0039009"	"CG13842"	3.76386525391369	3.54079818374766	3.36489300379365	3.53895999664453	3.59378172036517	3.67469199512008	3.55445248315898	3.52801083471248	3.34040398193324	3.62534025188882	3.63345982943569	3.6370927411622	3.79165499907118	3.58671655074573	3.50645595737613	3.64574156282125	3.69243822861794	3.86726550967586	3.60477906023246	-0.120700908600591
"1640423_at"	0	"FBgn0053207"	"pxb"	3.5784461303826	3.63797589449803	3.83585667696994	3.80485101031664	3.96289307664824	3.72636563424357	3.60141408211444	3.7400871670371	3.55316578253838	3.72937386713816	3.55773137573964	3.55204259116009	3.74062808093581	3.8584291676143	3.98849069487221	3.87180343205067	3.73905619241771	3.51146827173428	3.72167106268954	-0.0119964687682144
"1629346_at"	0	"FBgn0039620"	"wat"	2.80660071108662	2.96015507874855	2.95366763390367	2.97787361282546	2.87280579074689	3.43047783497403	2.92414533549519	3.11141119200662	3.38323225723239	3.16686343387535	3.07352422176451	3.16587204147249	3.24998345008129	3.11827522243212	2.82290425559705	3.11456039014229	2.9016887879531	3.02896525115271	3.05905591674946	-0.0246964008279433
"1623833_at"	0	"FBgn0032314"	"CG7309"	2.74403123458535	2.5585071383756	3.12034981542955	3.18786273482293	2.83774425164335	2.73311151408329	2.8385898901927	2.90360886388903	2.76814834200399	2.89090118040252	2.86457102549772	2.8727682582782	2.70698126195958	2.92050856303383	2.80350928376128	2.95396991878016	2.95580122959768	2.82305094267149	2.86022308050046	-0.0111230976618524
"1625553_at"	0	"FBgn0261571"	"CG42685"	2.45291355372199	2.79202577854052	2.70695564417191	2.8756152287048	2.96488347934537	2.81978157309085	2.77643519739893	2.65246869888505	2.76937992247053	2.83199486615254	3.12794414660511	2.87532487189588	2.89938098845269	2.83841777078659	2.77162805778691	2.77561418056704	2.82916461363279	2.91864629332478	2.81547638141857	-0.117517412541598
"1626519_at"	0	"FBgn0039744"	"CG15526"	4.32606247006284	4.30278902683029	4.56253258412063	4.49404920983385	4.27220397760761	4.33985897310962	4.42252953227897	4.71191308450716	4.34299149196744	4.42171141517093	4.80617547997275	4.43174126984125	4.17981080232576	4.52013638364561	4.45492909654509	4.40849255970674	4.3355003251967	4.83518348444593	4.4538117315094	-0.0687500518369282
"1626441_at"	0	"FBgn0031323"	"CG5139"	4.69170395791357	4.73676040989575	4.74009564718228	4.85371827685896	4.93820103269605	4.82201627171431	4.84587570644157	4.70238327202434	4.81513542541214	4.94058849865775	4.85507962861705	4.66654126391986	4.80485925551138	4.75397089466321	4.86531646991002	5.10240573059938	4.74277062266529	5.0189636886466	4.82757700296275	-0.0671784503390631
"1640236_at"	0	"FBgn0026878"	"CG4325"	4.58263291380571	4.18997908274361	4.37706764878449	4.70126880139302	4.65704605345235	4.57637469389065	4.39827562711359	4.32826657867248	4.26170781107942	4.41674417050132	4.48983308105376	4.34857638212099	4.41506892045305	4.35788488580288	4.58473646324719	4.24547595410726	4.40530312580366	4.30233394502684	4.42436534105846	0.0562958092020409
"1639290_at"	0	"FBgn0261873"	"sdt"	5.19120248438951	5.08574277865072	5.0439768110353	4.90929619428864	5.23558286914921	4.91868249280732	5.06843553680485	5.11114057499787	5.03521760246959	5.05064616191187	5.28742464490557	5.02063174441967	5.04765451484255	5.15793178206306	5.08420807218443	5.17225492724509	5.11852849537738	5.21607221228793	5.09747943887948	-0.0617861345160602
"1629243_at"	0	"FBgn0000414"	"Dab"	4.13498709041628	4.14492428819707	4.17207625216293	4.11431060207555	4.04192228353547	4.06319933226748	4.12459874404607	3.9681476968625	4.14794515059131	4.04247230167561	4.15104593190556	4.35487592210035	4.08102963413195	4.22097772554526	4.4247688891593	3.83865042694355	4.31947185352381	4.28166803138029	4.14594845314002	-0.0892054751345581
"1641334_at"	0	"FBgn0032429"	"CG5446"	3.40894004520699	3.34630976931797	3.39911122429383	3.30821311670272	3.41218867717241	3.47703562302415	3.5192714031854	3.27386263297017	3.52250369047577	3.67817360307743	3.38097828992684	3.37952022006866	3.45218293710519	3.46275014995839	3.31745123734766	3.12097134119995	3.41739112471086	3.61003174038066	3.41593815700695	-0.0168904957140255
"1632474_at"	0	"FBgn0052755"	"CG32755"	4.27913438330676	4.50450488968247	4.18546109392457	4.08188966864659	4.05476827140419	4.10085639999998	4.19088134306603	4.22962338068089	4.15105848313076	3.90258102935511	3.76120520274754	4.05583772798158	3.97298847651956	4.29623156305744	4.48467163368895	3.99982426012894	4.34169323563805	4.12041184439713	4.15075682707536	0.0936369933697705
"1640487_at"	0	"FBgn0029952"	"CG12689"	3.50596240508498	3.99927874955079	3.87191038079889	3.78732820335737	4.13583036636631	3.88373632071095	3.67403492427803	3.69264065433296	3.77033191015479	4.1027794536915	3.95938067073984	3.90716732313652	4.04289161644686	3.94608673118489	3.86673184010541	3.74266693553984	3.91113714061706	3.7152306274758	3.86195145853182	-0.0970020471447386
"1641485_at"	0	"FBgn0004066"	"Prosalpha4"	3.43671186709331	3.26596701430719	3.47984612715652	3.28319597852417	3.27385147854423	3.50343233420625	3.39138791571466	3.45329962327117	3.29893318913181	3.22397670370633	3.45831750710039	3.82599456425006	3.48365847746196	3.31383291201261	3.41263714951824	3.59284769139429	3.29056623038322	3.33761764139188	3.40700413362046	-0.0614248165855189
"1633187_at"	0	"FBgn0035676"	"ssp6"	3.27572418590997	3.71247442589429	3.60282963550411	3.55793770646597	3.32291387986177	3.66300833044384	3.50363497818397	3.42540492144505	3.68866337506032	3.37728001145267	3.47225636669359	3.5163386218475	3.56003458967524	3.35423583505358	3.41009379766065	3.2597084394594	3.56082878259705	3.56990793290414	3.49073754533962	0.074656340158386
"1623802_at"	0	"FBgn0033447"	"dila"	3.40218714758291	3.48194227130854	3.29026477489268	3.15538366138186	3.29323632656987	3.35605791090048	3.18850984298982	3.32933570254914	3.35005481023993	3.40056988763058	3.33917025988216	3.26397032038708	3.38823816877819	3.28879006840292	3.17929800161505	3.37244348725809	3.63371744982521	3.28947835539678	3.33348046931063	-0.034300394528981
"1636118_at"	0	"FBgn0036590"	"CG13065"	5.37764499214852	5.37740610257312	5.50959340657669	5.39297718257573	5.42390330278824	5.41660168098126	5.42134769549613	5.48970327895136	5.51408002410215	5.45121434863483	5.41846234759078	5.39711818109025	5.58814065052321	5.40508235748039	5.38636514237987	5.59021799814811	5.39049939755399	5.29822413339624	5.43603234572172	-0.000229654511607613
"1638714_at"	0	"FBgn0002855"	"Acp26Aa"	2.79674214510537	2.69106106725749	2.59353652259788	2.55048029102499	2.66245271888387	2.70734848782522	2.4811265087417	2.63135168526671	2.69335289890308	2.47847718163601	2.68106462426139	2.71839390772482	2.56003718572789	2.70353095564241	2.68852888963861	2.54972390166464	2.56863533088681	2.48796394443878	2.62465601373487	0.0412329337761057
"1629593_at"	0	"FBgn0035475"	"CG10866"	5.21251005347053	5.225455027263	5.08041012614406	5.08728631749246	5.27178111879657	5.35785258386042	5.28734085997042	5.28800370373809	5.42307409499499	5.35390042515542	5.35527081082716	5.2592521438841	5.38442422078551	5.54076206507594	5.31962018085376	5.58838482679676	5.42922916976304	5.20921632469587	5.31520966964267	-0.134038475789669
"1635547_a_at"	0	"FBgn0010803"	"TrpRS"	3.26435125131523	3.49224914210711	3.43233979700911	3.54222979646574	3.49078125414162	3.21863773198811	3.37607039306248	3.5923966620681	3.58095882769935	3.42706883649648	3.35105382067306	3.15230561420548	3.34087685114296	3.38068614251602	3.52577011272364	3.59205259282647	3.3300930004774	3.43486104408245	3.41804349283338	0.0505829823014321
"1639581_at"	0	"FBgn0035462"	"IntS10"	4.11980247471879	4.12725185468795	3.8976611285045	4.33355585130256	4.06208176647678	4.38521000055145	4.04809852849821	3.95430417873048	4.14765208623675	4.09713144186519	3.96359543346679	4.19873152586064	3.91797163646332	4.2236129072191	3.92289952773257	4.16710553485402	4.26233397985471	3.98380714969726	4.10071150037339	0.0376031925215408
"1631291_at"	0	"FBgn0262579"	"Ect4"	3.46378550431654	3.73678936345955	3.45279506249571	3.39443608881677	3.69619636530678	3.68281331463843	3.4685161589493	3.33143147571671	3.52957415011732	3.54438150228476	3.48734910820372	3.37148025443356	3.79713648712985	3.42274752488771	3.48388242606603	3.37877903479393	3.50480324896708	3.81434840043222	3.53118030394533	-0.0053967225979723
"1631994_a_at"	0	"FBgn0263241"	"Mocs1"	4.46059221063731	4.17357922976801	4.35567038705035	4.27816518789973	4.24899125011774	4.27884824177816	4.30716549838473	4.41934346853712	4.23386703061161	4.5838374524492	4.5190510875246	4.63394599107592	4.39020238375868	4.53775207150293	4.56231876558319	4.70413649012904	4.47805190586968	4.87150282483294	4.44650119319505	-0.280508496437935
"1635020_s_at"	0	"FBgn0016054"	"phr6-4"	4.23081126738428	4.38400239543639	4.31198862589083	4.36821797642043	4.21268281835413	4.36831852801153	4.22437199049778	4.20974502905118	4.19001967582356	4.41076129507642	4.30937103534748	4.38966876391188	4.3184842667855	4.47487748869571	4.49043958046501	4.33734218557996	4.05187319090147	4.12006113943262	4.30016873628145	-0.0447467377028827
"1641723_a_at"	0	"FBgn0035976"	"PGRP-LC"	4.12708592944784	4.26919785426467	3.89518081601519	4.05965065694075	4.09129996384932	4.04853027381326	3.99448350187133	3.99673379983657	4.15183568500263	3.86038543669039	4.12584635568289	4.14152253886296	3.97111323152782	4.30127250534228	3.95641862767489	4.10516198205304	4.13042533853532	4.0131567413357	4.06885006881927	0.00318841370402989
"1633968_at"	0	"FBgn0004956"	"upd1"	3.86898963510994	3.73574990405953	3.77329138427003	3.83514262683708	3.73559917863751	3.82627995306378	3.96475860446791	3.60381278026486	3.81107972521377	3.77235135077957	3.913332591636	3.91698606053966	3.77579711142341	3.79712806603257	4.00550941213653	3.93367682000618	4.07180509533895	4.01172689459208	3.85294539968941	-0.115956623395616
"1636745_at"	0	"FBgn0037770"	"Art4"	2.84091421804114	2.78065033427286	2.94560089665432	2.98874751033808	2.95747479123498	2.79229955822038	2.9804364402808	2.7713673678887	2.71558880554664	2.87756795546595	2.72602962341862	2.81460280985562	2.73602501262021	2.82412715123297	2.86826820429554	2.69049671672728	2.97805736958792	2.83015116138267	2.83991144039248	0.0475282130990133
"1639503_at"	0	"FBgn0003888"	"betaTub60D"	3.04259452897259	3.3096978120892	2.86024898478137	3.09631293520881	3.37038836667299	3.47766727384365	3.22446910561644	3.26819619624296	3.37019376404857	3.426983364163	3.30350622743162	3.23548605484026	3.35303496225602	3.19965459507798	3.1860016569452	3.09184642089026	3.27348908878086	3.40772479443397	3.24986089623865	-0.0508842441491768
"1631195_at"	0	"FBgn0050156"	"CG30156"	4.02522461511646	3.81937463199816	3.98078828207342	3.9239866260325	3.90401252962814	4.16019147334927	3.9907740669531	3.89185086441087	4.04507496258906	3.79616589780893	4.13987291289977	4.17116153871217	4.23922390709237	3.94985620373821	3.88931670757667	3.92448828080771	4.05105801234475	3.8827836043867	3.98806695097324	-0.0336276681351451
"1636910_at"	0	"FBgn0035583"	"CG13704"	5.51303304266854	5.31015038803714	5.10888528796704	5.29344691867899	5.18439531789496	5.32805722976017	5.27156057305536	5.30992169845297	5.28089025288047	5.14400247078498	5.03205567087778	5.0513322558043	5.22509388020719	5.36110194512958	5.36869702149798	5.35934301644	5.26032831251104	5.21117967454801	5.25630416428869	0.0652451623994201
"1631164_a_at"	0	"FBgn0033744"	"Dh44-R2"	3.75861704379001	3.54505910044772	3.48835246615588	3.44959266672655	3.7507369368768	3.46275203856317	3.41381375821666	3.41896831154694	3.53079278044579	3.62332130959776	3.53731271272061	3.60291919542066	3.47206655498676	3.62440351471578	3.55589226746559	3.65845192335528	3.41155866956147	3.5769755462894	3.54897704427127	-0.0271351768159769
"1627099_at"	0	"FBgn0038078"	"CG14391"	3.31544283260371	3.3063058105098	3.4332551863213	3.29528708641439	3.33676394851998	3.39876534729312	3.21965547998241	3.24623037242313	3.37010666737989	3.27264702787397	3.51566177145908	3.0510037970766	3.33410862178752	3.33040670552404	3.44139895338632	3.52074655141638	3.14691773852669	3.36675544258362	3.32785885228233	-0.00642598646516568
"1625176_at"	0	"FBgn0261244"	"inaE"	2.97775592777109	3.22158589482787	2.98851388895929	3.15830671656582	3.22330642966179	3.21804085517359	3.07200336081697	3.07944209423628	3.15899535403593	3.31809427115156	3.28194474071239	3.2770168272477	3.23937336594497	3.30540397404564	3.32132744383782	3.24525761473634	3.45229702277551	3.13468629846544	3.20407511560922	-0.164161226318749
"1624483_at"	0	"FBgn0036450"	"Tdrd3"	3.83300108818604	3.8676174110729	3.76412664445889	3.77993342945576	3.80054307594454	3.9869588526003	3.78852907699868	3.78377359901806	3.65399857853499	4.1748749315685	3.88682156267679	4.2314733249614	4.04022561519729	4.20896167520059	4.11823830881309	3.60221472285926	4.20021531713779	3.96048940359708	3.92677758990455	-0.240559233971292
"1641669_a_at"	0	"FBgn0036915"	"Prp3"	3.67258304505782	3.4022433803385	3.69454890028086	3.52114512646225	3.43167397580654	3.44398178421288	3.36196887575164	3.36722591134589	3.56100381445292	3.32443019699454	3.26485688815086	3.4040607212909	3.44065440104177	3.35162010092469	3.34769515557928	3.43535312885205	3.45645180872156	3.22814247803654	3.42831331629453	0.133678881568568
"1631143_at"	0	"FBgn0260943"	"Rbp6"	3.60414077439443	3.72255013947019	3.64306153210256	3.80697949614527	3.71355435472842	3.76712671911734	3.51228445051732	3.87566809284433	3.98995538187279	3.39618808434573	3.6691929910938	3.69725171065922	3.74583042171969	3.66989515642934	3.68426376070933	3.49249279283978	3.8663020415145	3.65968838456359	3.69535701583709	0.0838017330352967
"1633200_at"	0	"FBgn0036875"	"CG9449"	4.22280667477641	4.34175174962346	4.40131139890273	4.36092382711595	4.30032418786234	4.40000127112165	4.31720402779551	4.48829509115026	4.28590368758598	4.41169980912859	4.4223073178471	4.37037394257717	4.39763530581943	4.42307635061987	4.56057981779679	4.37592688384038	4.468960925377	4.38258766477583	4.38509277409536	-0.0771806779830966
"1638039_at"	0	"FBgn0029827"	"CG6048"	4.91367096479649	5.0688081805354	4.88973493217321	5.06286272929192	4.97265871480396	4.747518336854	4.94068757531027	4.96712412431243	4.93854268842942	5.03669738481093	5.0326231300636	5.02754807487532	4.98883331534401	4.97022881566542	5.00609225395981	5.122277516024	4.92647415530358	5.26177275845649	4.99300864727835	-0.0967710175551177
"1633849_at"	0	"FBgn0051559"	"CG31559"	4.00741150921046	4.2988501985822	4.24555806440544	4.32882259988029	4.30061598495975	4.15943934517867	4.2498976874802	4.37587105304477	4.25718085611146	4.09336022615496	4.35713362757958	4.13391976682077	4.31268390669518	4.1606050455266	4.28884963269008	4.14804899377109	4.25304049050105	4.26667334983336	4.23544235213477	0.0232591399200635
"1628474_at"	0	"FBgn0031561"	"IM33"	3.23631273463054	3.31312948798456	3.17772082138708	3.12978530693851	3.57909579708666	3.13360451424487	3.30769467540371	3.33162431520888	3.24881111342286	3.37516554392662	3.34069283057478	3.1531923467303	3.31361545478198	3.36820883298641	3.42194640772017	3.51049949835485	3.29198862204081	3.33954169788963	3.30959055562851	-0.073008052077542
"1640767_s_at"	0	"FBgn0033054"	"CG14591"	3.11865786823863	2.96460795530549	3.1088849379901	3.3198654418415	3.26805340051365	3.02366818405906	3.20979690265854	3.28786277142888	3.21736905818745	3.352190543689	2.84521323450729	2.9618619229525	3.16772536596569	3.22260313468696	3.08504313131317	2.94410980492918	2.93327129379027	3.13166881841671	3.12013632058189	0.0972310299969479
"1625361_at"	0	"FBgn0260429"	"CG42524"	5.48940758021153	5.41615006050846	5.36752582824032	5.49707105954755	5.33171502449156	5.48224465768598	5.52238307280015	5.56085357331224	5.63780691842754	5.43114537362299	5.36535397075975	5.62841183490978	5.53545894384578	5.66205860365347	5.70775555914198	5.64557712769759	5.33266763549302	5.60199865471569	5.51197697105919	-0.0672522142905239
"1638756_at"	0	"FBgn0038850"	"CG17279"	4.09453133974322	4.32711427070564	4.00437475212397	4.05618844388392	4.34649660537916	4.3062296607541	4.12657345982859	4.00091446731682	4.26386822382112	4.3919508313444	4.03863862631799	4.28493411272585	4.25195736887203	4.22150449438378	4.25571033812595	4.29665794920849	4.22093496173568	4.23345310689639	4.20677961184262	-0.0743833962282245
"1641571_at"	0	"FBgn0037698"	"CG16779"	3.30008085260538	3.24879222503859	3.47920813389251	3.44908251560874	3.2567663676826	3.30971205749738	3.15476199057701	3.14318247259763	3.57195523257842	3.34067695997749	3.55873615623097	3.42335563665827	3.19267040391196	3.14879047981515	3.25840554438027	3.65493735945132	3.12795313040851	3.28287927732959	3.32788593312454	-0.00831812223169637
"1627432_at"	0	"FBgn0029826"	"CG6041"	4.7525125962927	4.92147651901469	4.57937400940659	5.04966211918667	4.91824333157843	4.98427173910683	4.77319737307221	4.77948750399675	4.67552976652256	5.07680137323553	5.16773893146684	5.0362891821542	4.95153171511188	5.12954164181032	4.98221854673543	4.92323678079936	4.86555486115291	4.94026507752901	4.91705183712072	-0.182158127979783
"1627188_at"	0	"FBgn0004959"	"phm"	5.09798447312944	5.0831692144691	5.01604836344432	5.07280349101572	5.03397939324034	5.04788410603649	5.10580548576201	4.90367269752706	5.24485109655623	5.26396576802453	5.0407419502172	5.0957051556184	5.09268586447738	5.08284585807715	5.06183048865269	5.10084833146887	5.23786456760729	4.87704954911181	5.08109643635756	-0.0274821346749565
"1635950_at"	0	"FBgn0004465"	"Su(P)"	4.18886763953983	4.19834577047327	4.07140482955257	4.15619924828306	4.02265534847485	3.98939157110596	3.93454957157879	4.07044583189315	3.95936993214545	3.99913637246046	4.03546342700222	3.85751127519669	4.00991225886747	3.71361962169377	4.03390841670457	3.79778947398235	4.1480450221126	4.16365487012536	4.01945947117736	0.0924654449890494
"1633852_at"	0	"FBgn0086675"	"fne"	3.17990638273418	2.85460815507959	2.99925104091573	3.16725003593629	3.14802382909233	2.94546157757006	2.98857026144123	3.23055414472692	3.26214265278063	3.33537225538278	3.37159175377932	3.01772280991949	3.024264937229	3.16071958099214	3.12787162835605	2.8431824411332	3.14944606733475	3.04069149747434	3.10259061399322	-0.0327883212582343
